age,gender,city,employment,income_aed,wellness_goal,nutri_knowledge,activity_level,lunch_source,online_orders_per_week,pain_points,frustration_level,order_channel,delivery_reliability_importance,transparency_need,flexibility_need,edu_content_need,past_subscription,trial_intent,max_daily_budget_aed,pricing_pref,convince_factors,open_comment
46,Female,Abu Dhabi,Full-time,34309,No specific goal,5,Low,Office canteen,10,Lack of time,2,Phone/WhatsApp,5,3,4,3,No,5,52,Pay-as-you-go,"Chef reputation, App experience, Sustainability creds",
41,Female,Other,Full-time,11186,Weight loss,3,Moderate,Office canteen,4,Lack of time,2,Mobile app,5,4,3,3,Yes,2,23,Monthly plan with discount,"Taste variety, Price, Proven health results",
29,Female,Dubai,Full-time,34526,General health,5,Low,Office canteen,3,"Taste, Limited options nearby",1,Website,3,3,3,2,No,4,56,Weekly plan,"Sustainability creds, Chef reputation, Price",
23,Male,Dubai,Full-time,12210,Muscle gain,1,High,Restaurant/take-away,4,"Limited options nearby, Cooking skills",2,Mobile app,4,3,4,5,Yes,4,30,Pay-as-you-go,"Taste variety, Price, App experience",
52,Female,Dubai,Unemployed,20986,Muscle gain,3,Low,Office canteen,5,"Lack of time, Cost",3,Mobile app,4,3,5,3,No,5,41,Monthly plan with discount,"Taste variety, Price, Sustainability creds",
32,Male,Sharjah,Full-time,11265,Weight loss,1,Moderate,Cook at home,3,"Taste, Lack of time",3,Mobile app,4,3,5,4,No,2,19,Annual membership,"Sustainability creds, Taste variety, App experience",
32,Male,Dubai,Full-time,7614,Medical diet,5,Moderate,Cook at home,1,"Taste, Confusing nutrition info, Lack of time",4,Mobile app,5,2,3,5,Yes,5,32,Weekly plan,"Price, App experience, Proven health results",
31,Female,Abu Dhabi,Full-time,18455,Muscle gain,3,Moderate,Office canteen,2,"Cooking skills, Confusing nutrition info",3,Mobile app,3,5,4,3,Yes,5,44,Annual membership,"Sustainability creds, App experience, Chef reputation",
33,Male,Dubai,Full-time,20655,General health,4,Moderate,Restaurant/take-away,3,"Cooking skills, Confusing nutrition info, Taste",2,Website,3,2,4,4,Yes,4,40,Pay-as-you-go,"Taste variety, Price, Chef reputation",
30,Non-binary,Dubai,Full-time,7768,General health,4,High,Restaurant/take-away,2,Cooking skills,1,Mobile app,4,2,5,3,No,1,12,Monthly plan with discount,"Proven health results, Chef reputation, Taste variety",
27,Male,Dubai,Student,12865,General health,2,Moderate,Restaurant/take-away,4,"Cooking skills, Taste, Limited options nearby",2,Mobile app,5,5,5,4,No,5,38,Pay-as-you-go,"Taste variety, App experience, Proven health results",
27,Male,Other,Full-time,27342,No specific goal,1,High,Cook at home,5,Confusing nutrition info,2,Mobile app,5,3,3,3,No,5,52,Pay-as-you-go,"Taste variety, Price, App experience",
31,Female,Abu Dhabi,Full-time,20249,General health,4,Low,Restaurant/take-away,0,"Lack of time, Cooking skills",3,Website,4,4,5,3,No,1,21,Monthly plan with discount,"Price, Chef reputation, Sustainability creds",
27,Male,Other,Full-time,12310,Muscle gain,3,Moderate,Restaurant/take-away,2,"Cost, Limited options nearby, Taste",3,Website,4,3,5,5,No,1,16,Monthly plan with discount,"Sustainability creds, Proven health results, Taste variety",
26,Male,Dubai,Unemployed,11126,No specific goal,2,Moderate,Office canteen,3,"Lack of time, Confusing nutrition info",2,Mobile app,4,3,3,4,No,2,214,Monthly plan with discount,"Proven health results, App experience, Taste variety",
32,Male,Abu Dhabi,Full-time,39732,General health,3,Low,Office canteen,4,"Confusing nutrition info, Taste",1,Mobile app,4,4,4,3,No,2,56,Monthly plan with discount,"Chef reputation, Taste variety, Sustainability creds",
29,Non-binary,Abu Dhabi,Full-time,7276,Weight loss,3,Moderate,Office canteen,2,"Cooking skills, Limited options nearby",2,Mobile app,3,5,4,3,Yes,2,17,Monthly plan with discount,"Sustainability creds, Taste variety, Chef reputation",
44,Female,Dubai,Part-time,14562,Weight loss,1,Moderate,Restaurant/take-away,0,"Cooking skills, Cost, Confusing nutrition info",2,In-person kiosk,4,2,3,1,Yes,5,42,Annual membership,"Chef reputation, Taste variety, Sustainability creds",
18,Female,Sharjah,Full-time,7211,Medical diet,3,Moderate,Restaurant/take-away,2,"Cooking skills, Lack of time",1,Website,4,4,4,4,No,1,11,Weekly plan,"Proven health results, Price, Taste variety",
40,Male,Other,Full-time,28946,Muscle gain,1,Moderate,Cook at home,1,"Taste, Limited options nearby, Cooking skills",4,Mobile app,4,2,3,3,No,3,48,Pay-as-you-go,"Chef reputation, Proven health results, App experience",
41,Male,Sharjah,Full-time,14946,General health,3,Moderate,Restaurant/take-away,4,"Confusing nutrition info, Lack of time",1,Mobile app,3,3,4,5,No,3,30,Pay-as-you-go,"Proven health results, Price, Chef reputation",
18,Female,Abu Dhabi,Self-employed,16397,Muscle gain,5,Low,Cook at home,1,Confusing nutrition info,2,Mobile app,5,5,5,3,Yes,4,36,Weekly plan,"Price, Chef reputation, App experience",
29,Female,Dubai,Full-time,59889,Weight loss,5,Low,Cook at home,2,"Cooking skills, Taste, Cost",2,Mobile app,5,2,4,3,Yes,5,78,Monthly plan with discount,"Chef reputation, Price, Sustainability creds",
29,Female,Dubai,Self-employed,11148,General health,3,Moderate,Skip,1,Cost,1,Website,4,5,3,4,Yes,4,32,Pay-as-you-go,"Chef reputation, App experience, Taste variety",
20,Female,Other,Part-time,35957,Weight loss,2,Low,Skip,4,"Confusing nutrition info, Cooking skills, Lack of time",3,Mobile app,5,3,3,3,Yes,3,56,Pay-as-you-go,"Proven health results, Price, App experience",
25,Male,Dubai,Full-time,12338,Muscle gain,5,Low,Cook at home,1,Lack of time,1,Phone/WhatsApp,4,5,4,5,No,3,26,Pay-as-you-go,"Chef reputation, Proven health results, App experience",
23,Male,Abu Dhabi,Full-time,13347,General health,3,Moderate,Office canteen,2,Confusing nutrition info,2,Mobile app,4,4,4,4,No,4,31,Monthly plan with discount,"Sustainability creds, Price, Chef reputation",
46,Female,Abu Dhabi,Full-time,56100,Muscle gain,2,Moderate,Cook at home,4,"Taste, Cooking skills",2,Mobile app,4,5,4,3,No,1,65,Pay-as-you-go,"App experience, Chef reputation, Sustainability creds",
39,Female,Abu Dhabi,Self-employed,13839,General health,5,Moderate,Office canteen,3,"Lack of time, Limited options nearby, Cost",2,Mobile app,5,3,3,4,No,1,21,Pay-as-you-go,"Price, Chef reputation, Proven health results",
42,Female,Other,Full-time,7544,Medical diet,4,Moderate,Meal box/subscription,9,"Cooking skills, Taste, Limited options nearby",4,Mobile app,4,5,5,1,No,3,23,Monthly plan with discount,"Price, Sustainability creds, Chef reputation",
37,Female,Dubai,Full-time,17270,General health,4,Moderate,Skip,1,"Lack of time, Limited options nearby",3,Phone/WhatsApp,4,4,5,3,Yes,5,40,Monthly plan with discount,"App experience, Chef reputation, Taste variety",
22,Male,Dubai,Full-time,13758,Weight loss,4,Moderate,Restaurant/take-away,0,Limited options nearby,2,Mobile app,4,4,5,3,No,1,18,Weekly plan,"Sustainability creds, Price, Taste variety",
27,Non-binary,Dubai,Unemployed,18022,Weight loss,2,High,Office canteen,1,"Cooking skills, Taste",1,Mobile app,5,5,4,4,No,3,32,Monthly plan with discount,"Sustainability creds, Taste variety, Chef reputation",
35,Male,Dubai,Full-time,14030,General health,2,Moderate,Restaurant/take-away,2,"Taste, Cost, Lack of time",3,Website,5,4,4,2,Yes,5,41,Pay-as-you-go,"Proven health results, Sustainability creds, Taste variety",
22,Female,Dubai,Student,45414,No specific goal,4,Moderate,Cook at home,1,Confusing nutrition info,2,Mobile app,4,5,4,3,No,5,75,Annual membership,"Price, Chef reputation, Proven health results",
37,Male,Dubai,Full-time,19814,Medical diet,2,Moderate,Meal box/subscription,0,Cooking skills,1,Mobile app,5,4,5,3,No,5,45,Weekly plan,"Taste variety, App experience, Sustainability creds",
30,Male,Sharjah,Full-time,8763,Medical diet,3,Low,Meal box/subscription,5,"Cooking skills, Limited options nearby, Lack of time",3,In-person kiosk,4,4,3,1,Yes,5,32,Annual membership,"Proven health results, Sustainability creds, Price",
29,Male,Other,Full-time,15963,Weight loss,4,Moderate,Restaurant/take-away,5,"Taste, Cooking skills",2,Mobile app,5,5,5,1,Yes,2,28,Annual membership,"Proven health results, Sustainability creds, Price",
37,Female,Dubai,Full-time,10056,Muscle gain,4,Moderate,Cook at home,7,Limited options nearby,2,Mobile app,5,3,4,3,No,5,35,Monthly plan with discount,"Price, App experience, Proven health results",
35,Female,Dubai,Full-time,13252,Muscle gain,3,High,Cook at home,2,"Confusing nutrition info, Cooking skills",1,Phone/WhatsApp,3,4,5,3,Yes,3,30,Pay-as-you-go,"Chef reputation, Sustainability creds, App experience",
29,Female,Other,Full-time,9514,Weight loss,4,High,Cook at home,4,Lack of time,1,Mobile app,5,5,5,2,Yes,4,29,Monthly plan with discount,"App experience, Price, Taste variety",
41,Female,Dubai,Student,43017,Weight loss,4,Moderate,Meal box/subscription,6,Lack of time,1,Mobile app,4,4,4,2,No,4,68,Pay-as-you-go,"Taste variety, Price, App experience",
23,Female,Dubai,Student,10615,No specific goal,4,Low,Office canteen,3,"Cost, Cooking skills",2,Mobile app,5,3,5,5,No,3,26,Monthly plan with discount,"Taste variety, Sustainability creds, Price",
36,Female,Dubai,Self-employed,21154,Weight loss,2,Low,Cook at home,7,Confusing nutrition info,2,Mobile app,5,3,4,4,No,2,29,Monthly plan with discount,"App experience, Taste variety, Proven health results",
36,Male,Abu Dhabi,Full-time,12759,Weight loss,3,Moderate,Office canteen,3,"Confusing nutrition info, Taste",3,In-person kiosk,3,5,5,3,No,2,25,Annual membership,"Chef reputation, App experience, Taste variety",
29,Male,Dubai,Full-time,8405,Weight loss,3,Moderate,Meal box/subscription,4,"Lack of time, Limited options nearby, Taste",3,Mobile app,4,5,5,5,No,3,21,Monthly plan with discount,"Price, Taste variety, Sustainability creds",
34,Male,Other,Full-time,16558,No specific goal,2,Low,Cook at home,2,"Cost, Confusing nutrition info",1,Mobile app,4,5,5,1,No,1,23,Monthly plan with discount,"Sustainability creds, Price, Proven health results",
21,Female,Dubai,Self-employed,18327,General health,3,Moderate,Meal box/subscription,3,"Limited options nearby, Cost",2,Mobile app,5,4,3,3,No,2,31,Monthly plan with discount,"Taste variety, App experience, Price",
39,Non-binary,Dubai,Student,19833,General health,2,Low,Meal box/subscription,2,Cost,1,Mobile app,5,4,4,5,No,5,43,Weekly plan,"Proven health results, App experience, Sustainability creds",
30,Male,Dubai,Full-time,4042,No specific goal,3,Athlete,Skip,2,Cost,1,Mobile app,4,3,5,4,Yes,5,29,Weekly plan,"Proven health results, Chef reputation, Sustainability creds",
27,Male,Dubai,Full-time,8089,Weight loss,5,Low,Office canteen,5,"Lack of time, Taste",3,Mobile app,4,3,5,5,Yes,5,33,Monthly plan with discount,"App experience, Price, Taste variety",
40,Prefer not to say,Abu Dhabi,Full-time,24211,General health,2,High,Cook at home,2,"Limited options nearby, Taste, Cooking skills",2,Website,4,2,3,5,No,2,36,Annual membership,"Sustainability creds, Taste variety, App experience",
26,Male,Abu Dhabi,Full-time,9452,Weight loss,4,High,Office canteen,3,"Cost, Limited options nearby, Lack of time",4,Mobile app,3,2,3,2,No,5,35,Monthly plan with discount,"Chef reputation, Proven health results, Price",
20,Non-binary,Abu Dhabi,Full-time,16601,Weight loss,4,Moderate,Office canteen,4,Taste,1,Website,3,5,4,5,No,3,32,Monthly plan with discount,"Price, Proven health results, App experience",
19,Female,Abu Dhabi,Part-time,7996,Medical diet,2,Moderate,Cook at home,1,"Confusing nutrition info, Cooking skills",2,Mobile app,4,5,5,5,No,4,29,Monthly plan with discount,"Chef reputation, Price, Proven health results",
36,Female,Sharjah,Self-employed,21625,General health,5,Moderate,Restaurant/take-away,1,"Cooking skills, Confusing nutrition info, Lack of time",4,Mobile app,3,4,5,3,No,5,45,Monthly plan with discount,"Proven health results, Taste variety, Sustainability creds",
21,Female,Sharjah,Full-time,23895,Muscle gain,3,Moderate,Office canteen,3,Taste,2,Mobile app,3,5,4,5,Yes,5,46,Weekly plan,"Sustainability creds, Price, Taste variety",
46,Female,Abu Dhabi,Full-time,21628,Muscle gain,3,Moderate,Meal box/subscription,3,"Lack of time, Cooking skills, Limited options nearby",2,Mobile app,3,5,3,1,No,1,26,Monthly plan with discount,"Chef reputation, App experience, Price",
18,Female,Dubai,Unemployed,25136,General health,4,Low,Cook at home,3,"Limited options nearby, Taste, Cost",2,Mobile app,5,4,4,4,No,2,36,Weekly plan,"Sustainability creds, Proven health results, Chef reputation",
45,Male,Dubai,Full-time,32785,Weight loss,2,Moderate,Restaurant/take-away,3,"Confusing nutrition info, Limited options nearby, Cost",2,Mobile app,4,4,4,3,Yes,5,53,Pay-as-you-go,"Price, Taste variety, Sustainability creds",
33,Male,Dubai,Full-time,8339,Weight loss,4,Moderate,Restaurant/take-away,1,Cooking skills,2,Mobile app,4,3,5,2,Yes,4,28,Weekly plan,"Sustainability creds, Price, App experience",
31,Male,Abu Dhabi,Full-time,10111,Weight loss,1,Moderate,Restaurant/take-away,3,"Lack of time, Confusing nutrition info, Cost",3,Website,3,4,4,4,No,4,29,Annual membership,"App experience, Taste variety, Proven health results",
27,Female,Dubai,Full-time,23495,Weight loss,4,Low,Meal box/subscription,3,"Cost, Confusing nutrition info",1,Mobile app,4,3,5,3,No,1,31,Pay-as-you-go,"Chef reputation, Sustainability creds, Proven health results",
35,Male,Dubai,Full-time,26394,General health,3,Moderate,Restaurant/take-away,0,"Confusing nutrition info, Cost",2,Phone/WhatsApp,4,4,5,4,Yes,4,41,Monthly plan with discount,"Taste variety, Chef reputation, Proven health results",
31,Male,Sharjah,Self-employed,10706,Weight loss,3,Low,Meal box/subscription,2,"Limited options nearby, Taste",1,Mobile app,3,5,4,4,No,4,31,Monthly plan with discount,"Sustainability creds, Taste variety, Chef reputation",
40,Female,Sharjah,Full-time,10340,Weight loss,2,Low,Office canteen,1,Taste,1,Phone/WhatsApp,4,3,4,3,Yes,3,217,Monthly plan with discount,"Sustainability creds, App experience, Price",
32,Male,Sharjah,Full-time,10825,Muscle gain,4,Low,Office canteen,3,Confusing nutrition info,1,Mobile app,5,3,5,3,No,3,27,Monthly plan with discount,"Sustainability creds, Proven health results, Price",
33,Female,Dubai,Part-time,6722,Medical diet,4,Low,Cook at home,2,"Taste, Cost, Confusing nutrition info",3,Phone/WhatsApp,4,4,4,4,No,4,27,Monthly plan with discount,"Price, Chef reputation, Sustainability creds",
29,Female,Abu Dhabi,Full-time,7943,Weight loss,3,Low,Cook at home,1,"Limited options nearby, Lack of time, Cost",4,Mobile app,4,4,5,5,Yes,3,23,Weekly plan,"Price, Proven health results, Taste variety",
31,Male,Dubai,Student,8039,Weight loss,3,High,Cook at home,3,"Limited options nearby, Cost, Confusing nutrition info",2,Mobile app,4,3,3,4,Yes,5,34,Pay-as-you-go,"Price, Chef reputation, Taste variety",
34,Female,Dubai,Student,12948,Muscle gain,3,Low,Cook at home,3,"Limited options nearby, Confusing nutrition info, Taste",2,Phone/WhatsApp,3,3,5,4,No,5,38,Annual membership,"Proven health results, Taste variety, Sustainability creds",
18,Male,Dubai,Full-time,17175,General health,5,Moderate,Cook at home,4,"Lack of time, Confusing nutrition info, Limited options nearby",4,Mobile app,5,5,3,4,No,2,25,Weekly plan,"Chef reputation, Price, Sustainability creds",
21,Male,Dubai,Self-employed,18630,General health,3,Low,Cook at home,1,Confusing nutrition info,1,Mobile app,5,3,3,3,Yes,4,41,Monthly plan with discount,"App experience, Taste variety, Price",
37,Male,Dubai,Full-time,11632,Medical diet,4,High,Cook at home,1,"Taste, Cost, Cooking skills",2,Website,4,5,4,3,No,2,22,Monthly plan with discount,"Chef reputation, Sustainability creds, Price",
33,Female,Sharjah,Unemployed,11775,No specific goal,4,Moderate,Meal box/subscription,7,"Confusing nutrition info, Lack of time, Cooking skills",4,Mobile app,4,4,5,5,No,2,21,Pay-as-you-go,"Taste variety, Sustainability creds, App experience",
30,Female,Dubai,Full-time,15956,General health,3,Low,Cook at home,1,"Limited options nearby, Taste, Confusing nutrition info",4,Mobile app,5,4,5,4,Yes,3,32,Annual membership,"App experience, Price, Taste variety",
32,Female,Abu Dhabi,Unemployed,7099,General health,2,Moderate,Restaurant/take-away,5,"Cost, Cooking skills",2,Mobile app,4,3,3,3,Yes,2,18,Monthly plan with discount,"App experience, Price, Taste variety",
34,Male,Dubai,Self-employed,24234,Muscle gain,3,Moderate,Cook at home,0,"Cooking skills, Lack of time",3,Website,4,5,3,3,No,4,48,Pay-as-you-go,"Proven health results, Price, App experience",
27,Female,Dubai,Full-time,28523,Weight loss,4,Moderate,Meal box/subscription,7,"Lack of time, Cost, Cooking skills",4,Mobile app,4,5,4,4,No,5,58,Annual membership,"Taste variety, Proven health results, Sustainability creds",
25,Female,Dubai,Full-time,10971,No specific goal,2,Low,Meal box/subscription,3,"Cooking skills, Confusing nutrition info",1,Phone/WhatsApp,4,3,4,4,Yes,3,25,Monthly plan with discount,"App experience, Chef reputation, Proven health results",
33,Non-binary,Dubai,Unemployed,12290,Muscle gain,3,Athlete,Restaurant/take-away,1,Taste,2,Website,5,2,5,3,No,2,21,Monthly plan with discount,"Sustainability creds, Chef reputation, Price",
24,Male,Abu Dhabi,Student,27930,Weight loss,4,Moderate,Restaurant/take-away,4,"Cost, Taste, Limited options nearby",2,Website,4,3,4,4,No,5,48,Monthly plan with discount,"Proven health results, Price, Sustainability creds",
35,Female,Dubai,Full-time,14104,General health,3,Moderate,Cook at home,5,"Taste, Cooking skills, Cost",4,Mobile app,3,5,5,3,Yes,5,37,Pay-as-you-go,"Chef reputation, Sustainability creds, App experience",
18,Male,Dubai,Self-employed,20129,Weight loss,4,Moderate,Skip,2,"Limited options nearby, Confusing nutrition info",3,Phone/WhatsApp,4,4,5,3,No,4,43,Monthly plan with discount,"Price, Sustainability creds, Proven health results",
40,Male,Dubai,Full-time,14323,General health,2,Moderate,Meal box/subscription,1,Taste,1,Mobile app,5,3,4,5,Yes,5,38,Pay-as-you-go,"Sustainability creds, App experience, Proven health results",
35,Female,Dubai,Full-time,32661,General health,2,High,Meal box/subscription,2,Cooking skills,2,Website,3,3,5,3,No,5,59,Monthly plan with discount,"Chef reputation, App experience, Proven health results",
